id	name	bbx
599	Sáska	17.4508367,46.922836,17.5397739,47.0112746
781	Nagybajom	17.451946,46.3458854,17.5894651,46.5022958
532	Kolontár	17.4578902,47.0338577,17.5300682,47.0929038
503	Gyulakeszi	17.4597205,46.8444975,17.5174016,46.8828775
437	Badacsonytördemic	17.4632362,46.7521249,17.4947028,46.8217072
2671	Kunsziget	17.4647351,47.721648,17.5780997,47.7722656
2619	Dunaszentpál	17.4654882,47.757131,17.5266552,47.7920968
694	Csömend	17.4655511,46.5607082,17.5040658,46.5972256
445	Bakonypölöske	17.4659259,47.1818964,17.523309,47.2212198
566	Nemesgulács	17.4676007,46.806403,17.5139912,46.8489048
586	Pápakovácsi	17.4683473,47.2445712,17.5337608,47.2964219
2605	Börcs	17.4683962,47.6723301,17.5318227,47.7110822
2596	Ásványráró	17.4722239,47.7915116,17.6185899,47.8569964
754	Kisbajom	17.4758554,46.2943311,17.5382081,46.3325467
769	Libickozma	17.4765131,46.4927987,17.5525376,46.5661959
436	Badacsonytomaj	17.4790697,46.7521249,17.5548205,46.8291813
2668	Koroncó	17.4794211,47.5707878,17.5832762,47.6255252
561	Nagygyimót	17.4802128,47.3221301,17.5914054,47.378114
629	Vaszar	17.482806,47.3641534,17.5651574,47.4411108
812	Rinyabesenyő	17.4848293,46.1314344,17.588653,46.1979186
497	Ganna	17.4890164,47.2051394,17.5654278,47.2504858
724	Homokszentgyörgy	17.4892469,46.0801988,17.6043028,46.1535245
617	Szőc	17.4904,46.9994754,17.5348695,47.034635
791	Nikla	17.4924274,46.544491,17.5565022,46.6057262
431	Ajka	17.4942785,47.0196333,17.6405335,47.1579913
520	Káptalantóti	17.4960867,46.8274423,17.545474,46.872028
869	Táska	17.4986158,46.5955499,17.556249,46.7114485
2639	Gyömöre	17.4991648,47.4685371,17.5924228,47.5181828
505	Halimba	17.4997466,47.0102407,17.5788009,47.0639754
507	Hegyesd	17.5019454,46.8971996,17.5467768,46.9460461
498	Gecse	17.5040567,47.4261552,17.5585965,47.4687749
546	Magyarpolány	17.5058098,47.1500668,17.5918965,47.2160222
2657	Ikrény	17.5065639,47.6387641,17.5726788,47.6801192
693	Csököly	17.5085722,46.2656073,17.5895251,46.3273228
705	Fonyód	17.5088533,46.7000931,17.6222652,46.7945397
731	Jákó	17.5089089,46.32053,17.5831738,46.3585063
2640	Győr	17.5098749,47.5915535,17.8081732,47.7478298
864	Szulok	17.5103307,46.006946,17.5758462,46.0977737
777	Mike	17.5111452,46.1970972,17.57626,46.2707022
2591	Abda	17.5118961,47.6687599,17.5905756,47.7302981
686	Buzsák	17.5129554,46.6019263,17.6216918,46.7155588
429	Adásztevel	17.5137264,47.2820343,17.5673645,47.3247143
2618	Dunaszeg	17.5155365,47.7543192,17.6067171,47.8039673
489	Döbrönte	17.5187702,47.2184661,17.5744794,47.2669909
556	Monostorapáti	17.5216763,46.8965763,17.6001376,46.9637039
3131	Szerecseny	17.5217804,47.4413962,17.5887005,47.486476
699	Drávatamási	17.5223193,45.9289448,17.592138,45.9544755
620	Taliándörögd	17.522594,46.9553722,17.6186219,47.0158725
555	Mindszentkálla	17.5245221,46.8543368,17.5862753,46.9033926
2645	Győrszemere	17.5282977,47.5236919,17.6239875,47.6047033
809	Pusztakovácsi	17.5309145,46.488961,17.6419313,46.6065321
2629	Felpéc	17.5321093,47.4981879,17.6430313,47.5502842
762	Kőkút	17.5323751,46.1441993,17.6108848,46.2151337
598	Salföld	17.5355791,46.8139341,17.5635609,46.8453134
2642	Győrladamér	17.5366344,47.7381448,17.6085635,47.7980558
2648	Győrzámoly	17.5366779,47.7096626,17.6703119,47.8139211
835	Somogyfajsz	17.5370531,46.4765232,17.6024979,46.5235764
544	Lovászpatona	17.5393521,47.4004081,17.6913115,47.4725302
610	Szentbékkálla	17.5396494,46.8643887,17.5951017,46.9092242
524	Kékkút	17.5416757,46.841603,17.5772406,46.8603847
697	Darány	17.5419876,45.9523447,17.6386756,46.0118313
876	Újvárfalva	17.5427795,46.4184991,17.5792041,46.4781715
563	Nagytevel	17.5429373,47.2615359,17.613195,47.3082198
435	Ábrahámhegy	17.5460438,46.7779028,17.6042592,46.8431573
482	Csót	17.5521267,47.3427402,17.670753,47.3847446
628	Vanyola	17.5526632,47.3679118,17.6311877,47.4122415
512	Homokbödöge	17.5529875,47.2587098,17.6446885,47.3291279
746	Kálmáncsa	17.5580901,46.0413563,17.6809292,46.120109
730	Istvándi	17.558424,45.9898404,17.6573502,46.0511064
892	Pálmajor	17.5603431,46.3698313,17.5938973,46.4039168
440	Bakonyjákó	17.5624037,47.1995102,17.7198491,47.2722172
534	Kővágóörs	17.5646582,46.8016585,17.644345,46.875752
840	Somogysárd	17.5653092,46.3793932,17.6468823,46.489871
461	Balatonrendes	17.5653982,46.7945397,17.6251447,46.8387198
733	Kadarkút	17.5668519,46.2015634,17.6658246,46.2703557
470	Béb	17.569357,47.3209945,17.625809,47.351739
744	Kastélyosdombó	17.5702129,45.9324431,17.6450219,45.9885771
517	Kapolcs	17.5703165,46.931962,17.6264365,46.9831197
2647	Győrújfalu	17.5724674,47.70771,17.6311483,47.7414205
813	Rinyakovácsi	17.5732419,46.2609441,17.6277179,46.2957969
578	Öcs	17.5748003,46.985421,17.6289449,47.0340372
768	Lengyeltóti	17.575242,46.6427858,17.6742018,46.74685
529	Kislőd	17.5753033,47.0884246,17.6659713,47.1929991
533	Köveskál	17.5767685,46.8637118,17.6525271,46.90754
758	Kiskorpád	17.5771111,46.3237378,17.6276869,46.3847084
2661	Kajárpéc	17.5777105,47.4515722,17.6652296,47.5170933
711	Gige	17.579164,46.2783564,17.635869,46.3320311
494	Farkasgyepű	17.5798468,47.1855756,17.6420703,47.2209121
625	Ugod	17.5813455,47.2452894,17.7166313,47.3560139
698	Drávagárdony	17.5825638,45.9212167,17.6183041,45.9541056
796	Öreglak	17.5826282,46.5772971,17.6537883,46.6452803
848	Somogyvár	17.5877134,46.5373851,17.7413631,46.6387018
764	Lad	17.589205,46.1104716,17.6683525,46.1641501
720	Hencse	17.5899886,46.1821336,17.6355264,46.2155337
874	Tótújfalu	17.5929819,45.8823644,17.6856669,45.9276247
459	Balatonhenye	17.5937727,46.8944218,17.6392397,46.9414452
794	Ordacsehi	17.5960134,46.7124289,17.6680049,46.7678924
776	Mezőcsokonya	17.5969344,46.4032679,17.6853708,46.4762087
2747	Vámosszabadi	17.5973553,47.7195266,17.672955,47.7849241
2646	Győrújbarát	17.5977121,47.5651647,17.7021099,47.6448681
798	Pamuk	17.598994,46.522734,17.6661863,46.5647231
564	Nagyvázsony	17.5993297,46.96106,17.7565405,47.0781031
595	Révfülöp	17.6034382,46.8056562,17.6675808,46.8444572
680	Balatonboglár	17.6042592,46.7189032,17.7113879,46.8128557
735	Kaposfő	17.6043249,46.3248207,17.6924655,46.4057895
808	Potony	17.6050272,45.9120496,17.6987719,45.9516228
719	Hedrehely	17.6063743,46.1532442,17.6740431,46.2213539
2739	Tényő	17.6091244,47.5005424,17.685986,47.5881609
639	Vigántpetend	17.6092822,46.9414452,17.6519006,46.9883558
679	Bodrog	17.6105879,46.4678716,17.6821925,46.5089216
627	Úrkút	17.613211,47.0479941,17.746728,47.0954115
753	Kisasszond	17.6145776,46.3118346,17.6580215,46.3496067
592	Pula	17.6180899,46.9665103,17.6769527,47.0270649
447	Bakonyszentiván	17.6212398,47.3696475,17.6869823,47.4042234
446	Bakonyság	17.6226529,47.3901211,17.6964614,47.4201854
571	Németbánya	17.6227292,47.1929991,17.6746385,47.2400029
557	Monoszló	17.62316,46.8842187,17.6637422,46.9203415
674	Bárdudvarnok	17.6246798,46.2334389,17.7194817,46.3534458
1835	Zádor	17.6250717,45.9346902,17.6912333,46.0071989
454	Balatoncsicsó	17.6264365,46.8992332,17.706887,46.9533363
1838	Kisdobsza	17.6285099,46.0053241,17.6791972,46.0536493
801	Patosfa	17.6288049,46.1017523,17.6881612,46.1692694
795	Osztopán	17.6290503,46.4963719,17.7054247,46.5488657
631	Városlőd	17.6301174,47.1114072,17.6924513,47.1854519
462	Balatonszepezd	17.6362446,46.8120802,17.730113,46.8705906
648	Zánka	17.6363939,46.8406217,17.7328758,46.8949891
856	Szentborbás	17.6375013,45.8483294,17.6719838,45.8883502
756	Kisberény	17.6381226,46.6194787,17.6748204,46.6593276
863	Szőlősgyörök	17.6389725,46.6881251,17.7275678,46.7332482
477	Csehbánya	17.6420703,47.1646589,17.7082305,47.2082449
613	Szentjakabfa	17.6490272,46.9277358,17.6878768,46.967786
722	Hetes	17.6493659,46.3727415,17.7300729,46.4545215
2688	Nagybajcs	17.6500883,47.7521713,17.7055077,47.7835872
611	Szentgál	17.6518453,47.0572793,17.8064844,47.2282104
441	Bakonykoppány	17.6521048,47.3138357,17.710095,47.3477861
1618	Felsőszentmárton	17.6521346,45.8303087,17.7521155,45.8735345
450	Bakonyszücs	17.6530763,47.2597484,17.7674009,47.3639138
2694	Nyúl	17.6535464,47.5551221,17.7391269,47.6335836
609	Szentantalfa	17.6539188,46.8954135,17.7031345,46.9291652
765	Lakócsa	17.654665,45.858356,17.7348455,45.9239265
847	Somogyvámos	17.6551757,46.5363966,17.7413871,46.5869922
1840	Nagydobsza	17.6554457,46.0112723,17.6988247,46.0642717
1803	Szörény	17.6556881,45.9606868,17.6851531,45.9914674
692	Csombárd	17.6570728,46.4412125,17.7042719,46.4796843
2726	Sokorópátka	17.6581558,47.448738,17.7379852,47.5077099
560	Nagydém	17.6583499,47.4111773,17.7123436,47.4732584
1753	Pettend	17.6589292,45.9885612,17.7259834,46.0146657
618	Tagyon	17.6593629,46.8862838,17.6932128,46.9071324
2665	Kisbajcs	17.6601352,47.7280274,17.7241743,47.7652175
715	Gyugy	17.660188,46.6636039,17.7298871,46.6997617
880	Visnye	17.6637631,46.1591618,17.7279049,46.2396277
1717	Merenye	17.6653412,46.0546716,17.7181382,46.1096485
717	Hács	17.6654107,46.6049284,17.7352824,46.6713239
588	Pápateszér	17.6666933,47.3408996,17.7661189,47.4187398
1659	Kétújfalu	17.6677232,45.9391776,17.749219,45.9918384
893	Balatonlelle	17.6686623,46.7348913,17.7898906,46.8288309
2626	Écs	17.6696877,47.5209915,17.7431883,47.5820052
577	Óbudavár	17.6731921,46.9311335,17.7055169,46.9627044
1630	Gyöngyösmellék	17.6749183,45.9745061,17.7440126,46.0082763
837	Somogyjád	17.6755166,46.4514857,17.7543992,46.5139849
1808	Teklafalu	17.6760915,45.9158543,17.7654557,45.9593583
853	Szenna	17.6781878,46.2222805,17.7696229,46.3382461
1776	Somogyhatvan	17.6802401,46.0960468,17.7328304,46.1595262
739	Kaposmérő	17.6820783,46.3225974,17.7295044,46.3959447
2697	Pannonhalma	17.6822686,47.5028253,17.7980166,47.6035726
552	Mencshely	17.6831533,46.9271812,17.7472369,46.9765703
2741	Töltéstava	17.685044,47.59346,17.7776735,47.6648461
1733	Nemeske	17.6859029,46.0119017,17.7337125,46.0573167
1823	Vásárosbéc	17.6885432,46.1175854,17.7525755,46.2083763
452	Balatonakali	17.6913548,46.841038,17.8023831,46.9076785
2709	Ravazd	17.6917271,47.45671,17.7782753,47.5267075
859	Szilvásszentmárton	17.6918063,46.2425677,17.731779,46.2781395
451	Bakonytamási	17.6937016,47.384857,17.7658524,47.4461572
490	Dörgicse	17.698303,46.8981963,17.7806138,46.9423393
667	Balatonszemes	17.6987764,46.7633596,17.8024455,46.8474962
1673	Kistamási	17.6993244,45.9943174,17.7336571,46.0170746
701	Edde	17.7025757,46.5070754,17.7393218,46.542331
800	Patca	17.7029832,46.2710127,17.7380981,46.2966808
642	Vöröstó	17.7030113,46.9578141,17.7454328,46.987593
499	Gic	17.7043151,47.3826156,17.787333,47.4728967
509	Herend	17.7046504,47.1233775,17.7802359,47.1811719
438	Bakonybél	17.7056635,47.2092647,17.7843843,47.2783845
1815	Tótszentgyörgy	17.7062866,46.0338498,17.7403183,46.0756756
1748	Patapoklosi	17.7075583,46.0534017,17.7784492,46.0958257
878	Várda	17.7086834,46.4353917,17.763497,46.4775695
767	Látrány	17.7088105,46.717053,17.7813837,46.7731979
732	Juta	17.7093717,46.3766982,17.762347,46.4405975
845	Somogytúr	17.7109707,46.651782,17.8075659,46.7295554
741	Kaposújlak	17.7137396,46.3416254,17.7546427,46.3875104
709	Gamás	17.7139766,46.5817515,17.8179501,46.658977
1698	Magyarlukafa	17.7154645,46.1401125,17.7600545,46.2335237
1775	Somogyapáti	17.716884,46.078366,17.7765171,46.1124434
2751	Vének	17.7175727,47.7335828,17.776375,47.754049
496	Fenyőfő	17.7182694,47.2722962,17.7917381,47.3776273
1597	Drávafok	17.7194176,45.8477304,17.7873729,45.923643
889	Zselickisfalud	17.7197958,46.2008566,17.784777,46.28893
740	Kaposszerdahely	17.7236405,46.3005714,17.7722667,46.3476509
466	Barnag	17.7270469,46.9592296,17.7866113,47.010784
836	Somogygeszti	17.7271621,46.4890407,17.806283,46.5628907
506	Hárskút	17.7271668,47.143743,17.8373193,47.232782
2643	Győrság	17.7295592,47.5636869,17.771876,47.6088529
1721	Molvány	17.7297867,45.9955476,17.7697804,46.0593674
1778	Somogyviszló	17.7313203,46.1037265,17.7842875,46.1397471
804	Polány	17.7353342,46.5459371,17.7913467,46.5902887
1599	Drávakeresztúr	17.7359063,45.8119231,17.7986934,45.8570288
1822	Várad	17.7362006,45.9655962,17.7950292,46.004507
	Alsóbogát	17.737148,46.4764671,17.7843871,46.5329983
1583	Bürüs	17.7383022,45.9410409,17.8049167,45.9852111
633	Vászoly	17.7387409,46.9170322,17.7931896,46.958121
742	Kaposvár	17.741783,46.2905448,17.8913758,46.4507258
1706	Markóc	17.7421519,45.8365713,17.775314,45.8703638
624	Tótvázsony	17.7432017,46.9845217,17.8384595,47.0714371
589	Pécsely	17.7444308,46.9197888,17.8181793,46.9867472
1777	Somogyhárságy	17.744573,46.1294063,17.8110196,46.2266592
2703	Pér	17.7455977,47.5353524,17.879375,47.660935
1576	Bogdása	17.7470687,45.8484637,17.8189783,45.9233793
772	Magyaregres	17.7477823,46.4360933,17.8070926,46.4976929
1611	Endrőc	17.7493139,45.9091235,17.8065554,45.9422322
1842	Hobol	17.7503287,45.9852111,17.8121158,46.0413557
830	Somogybabod	17.752699,46.6428152,17.8013215,46.6834634
590	Pénzesgyőr	17.7536017,47.2004913,17.8192188,47.2658487
444	Bakonypéterd	17.7546683,47.4495355,17.8127326,47.492208
2700	Pázmándfalu	17.7569259,47.5473637,17.8260111,47.603788
685	Bőszénfa	17.7577659,46.2073216,17.8783945,46.3014086
597	Románd	17.7598957,47.4208039,17.8132112,47.4572714
2758	Tarjánpuszta	17.7621961,47.4790555,17.8011651,47.5279725
550	Márkó	17.7622524,47.1099527,17.8678537,47.1757124
468	Bánd	17.7626192,47.0876002,17.8379703,47.1343744
449	Bakonyszentlászló	17.7643484,47.3221026,17.8574312,47.4102651
664	Balatonőszöd	17.7649054,46.7774267,17.8256739,46.8538601
3145	Bőny	17.7654385,47.614615,17.9010418,47.6885626
1799	Szigetvár	17.7673859,46.0025391,17.8810869,46.1018592
1560	Basal	17.7694832,46.0649345,17.796141,46.0935762
464	Balatonudvari	17.771512,46.8589515,17.8545529,46.9211721
2636	Gönyű	17.7743698,47.6963604,17.8550226,47.744363
1590	Csertő	17.7757512,46.0648209,17.8288655,46.1156988
881	Visz	17.7760299,46.723258,17.8073056,46.7586801
591	Porva	17.7776547,47.2388293,17.8425254,47.3408474
439	Bakonygyirót	17.7791023,47.4040425,17.8259153,47.4324444
2693	Nyalka	17.7797991,47.508627,17.839255,47.5615147
1805	Szulimán	17.7801986,46.1099119,17.8283277,46.1476016
774	Mernye	17.7817754,46.4856075,17.844783,46.5733548
890	Zselickislak	17.7857073,46.2537574,17.8114305,46.3303511
829	Somogyaszaló	17.7872074,46.4217812,17.8472157,46.4886046
1604	Drávasztára	17.7878013,45.7832446,17.8702918,45.8374763
1598	Drávaiványi	17.788409,45.814428,17.8532622,45.8578762
784	Nagycsepely	17.7884379,46.7146742,17.8599617,46.7686171
666	Balatonszárszó	17.7891838,46.8050513,17.8861904,46.8741588
702	Felsőmocsolád	17.7893824,46.5305264,17.8442237,46.6062686
1707	Marócsa	17.7905307,45.9019616,17.8735166,45.9351792
463	Balatonszőlős	17.7922247,46.9448175,17.8438822,46.9943604
1794	Szentegát	17.7943916,45.9279184,17.8665041,46.0025331
743	Karád	17.7943947,46.6373071,17.9067412,46.7259095
579	Örvényes	17.7959394,46.9026019,17.8361393,46.9332942
1577	Boldogasszonyfa	17.7964938,46.1680121,17.8629095,46.2222857
2641	Győrasszonyfa	17.7965758,47.4740261,17.8302257,47.5125043
703	Fiad	17.7989202,46.6047918,17.8582839,46.6534721
1796	Szentlászló	17.7991081,46.1329633,17.8600743,46.1839565
870	Teleki	17.7992043,46.7590361,17.8544353,46.7904676
569	Nemesvámos	17.7992604,47.0252412,17.9088853,47.101811
2691	Nagyszentjános	17.801249,47.681304,17.9025804,47.74575
474	Borzavár	17.8018042,47.2534885,17.8563468,47.3147027
637	Veszprémvarsány	17.8021375,47.3794566,17.8841328,47.4501186
891	Zselicszentpál	17.8043118,46.2569814,17.8371234,46.331246
651	Lókút	17.804845,47.1776739,17.8959751,47.217781
538	Lázi	17.8057439,47.4424102,17.8697461,47.492592
2736	Táp	17.8066547,47.4914223,17.8889892,47.5543841
1651	Kákics	17.8083912,45.8874287,17.8958232,45.9225109
511	Hidegkút	17.8084103,46.9900994,17.8774684,47.0318618
434	Aszófő	17.808971,46.9130191,17.8562617,46.9510639
1770	Sellye	17.811573,45.8425884,17.8930108,45.8966746
1592	Dencsháza	17.8115734,45.9811646,17.8668198,46.0344229
649	Zirc	17.8116773,47.2076938,17.9055173,47.3012836
822	Simonfa	17.8130784,46.2444198,17.8532655,46.3040856
1723	Mozsgó	17.8168946,46.0809581,17.8890805,46.1437276
861	Szólád	17.8186083,46.7636466,17.8880799,46.8121402
634	Veszprém	17.8211069,47.0462952,17.994351,47.2057893
478	Csesznek	17.8213515,47.3011237,17.9169361,47.362001
623	Tihany	17.8235969,46.8784218,17.9129411,46.9326739
448	Bakonyszentkirály	17.8248188,47.3351087,17.9512476,47.3899251
755	Kisbárapáti	17.8264843,46.5696868,17.917675,46.6340965
826	Somodor	17.8312306,46.4318098,17.8982424,46.4976912
457	Balatonfüred	17.8324999,46.9160379,17.9458715,47.0072235
2737	Tápszentmiklós	17.833006,47.4571749,17.9113562,47.5282312
1544	Almamellék	17.8330183,46.1327442,17.9270847,46.2286106
661	Balatonföldvár	17.8347937,46.8239228,17.9004793,46.8846505
1580	Botykapeterd	17.8370754,46.0216182,17.9035727,46.1039772
700	Ecseny	17.8378057,46.5177755,17.8726442,46.5777569
1779	Sósvertike	17.8397034,45.8144339,17.8903767,45.8485256
600	Sikátor	17.8403563,47.4016556,17.8945112,47.4579543
655	Andocs	17.8411561,46.6140553,17.9489659,46.6973401
857	Szentgáloskér	17.8416082,46.481961,17.9072748,46.5744391
761	Kötcse	17.8417053,46.7227396,17.9258483,46.7689834
689	Cserénfa	17.8422033,46.2733248,17.9136393,46.3356487
2681	Mezőörs	17.8422712,47.5411677,17.9368946,47.6008083
1650	Katádfa	17.8426401,45.971472,17.8821451,46.0161357
1765	Rózsafa	17.8457905,45.9752853,17.9158139,46.0390579
818	Sántos	17.8482167,46.3239857,17.9095678,46.3634539
736	Kaposgyarmat	17.8482316,46.2441285,17.90721,46.292555
1735	Okorág	17.8492781,45.9114154,17.9142117,45.9602454
1834	Zaláta	17.8524473,45.7670064,17.9231111,45.8535326
652	Nagyesztergár	17.8552861,47.2582507,17.9488401,47.3127481
793	Orci	17.8558247,46.3908763,17.9091289,46.4348699
635	Veszprémfajsz	17.8608789,47.004846,17.9155987,47.0507453
1561	Bánfa	17.8612901,45.9543723,17.9032571,46.0064884
710	Gálosfa	17.8652984,46.2204704,17.9345718,46.274613
653	Olaszfalu	17.8661171,47.1981551,17.9999604,47.2713308
2757	Rétalap	17.8666291,47.5851755,17.9337681,47.6310494
2768	Bakonybánk	17.8708444,47.4455798,17.944441,47.4877081
1730	Nagypeterd	17.8719594,46.0248303,17.9282725,46.0784249
868	Taszár	17.8720414,46.3614139,17.9352668,46.4084829
760	Kőröshegy	17.8722114,46.803368,17.9505979,46.8576178
1655	Kemse	17.8735517,45.7793035,17.9349872,45.845769
771	Magyaratád	17.8742643,46.4320516,17.9543697,46.4992796
2812	Réde	17.8761854,47.3787377,17.9983129,47.4556325
1545	Almáskeresztúr	17.8767077,46.0974,17.9247196,46.1477591
1586	Csányoszró	17.8780276,45.8403363,17.9445129,45.9204108
838	Somogymeggyes	17.8780458,46.6919133,17.9361878,46.7473752
894	Szántód	17.8785723,46.8477565,17.9374459,46.8869919
751	Kereki	17.8809249,46.7612607,17.9338365,46.8133221
888	Zimány	17.8812732,46.3982511,17.9415089,46.4479724
2773	Bársonyos	17.8841298,47.478303,17.938929,47.5510312
650	Eplény	17.8845846,47.1979938,17.9590502,47.2222225
1780	Sumony	17.8846511,45.9110484,17.9396412,45.9924476
855	Szentbalázs	17.8857338,46.2968552,17.9357531,46.3615286
443	Bakonyoszlop	17.8858151,47.3084635,17.9631487,47.3630153
1734	Nyugotszenterzsébet	17.8858922,46.0583873,17.9296562,46.1084097
481	Csopak	17.8863314,46.9274577,17.974243,47.0150525
2771	Bana	17.8876884,47.6162213,17.9618052,47.6753197
683	Bonnya	17.8896948,46.5701602,17.9409666,46.617691
2763	Ács	17.8900621,47.6555524,18.0837837,47.7578549
811	Ráksi	17.8902916,46.4948269,17.9336491,46.5720124
1644	Ibafa	17.8953842,46.1135083,17.9859551,46.1809954
716	Hajmás	17.8987219,46.251114,17.9400889,46.3023055
495	Felsőörs	17.9009435,46.9946276,17.9930019,47.0492066
810	Pusztaszemes	17.9012696,46.7383443,17.9560519,46.7821992
1793	Szentdénes	17.9013152,45.9830561,17.9577087,46.0264214
491	Dudar	17.9020834,47.2780927,17.9835843,47.3335616
885	Zamárdi	17.9028656,46.8280048,18.0046348,46.9321998
726	Igal	17.9040114,46.4849971,17.9828677,46.5762855
2823	Tárkány	17.9051504,47.5329591,18.0565089,47.6261432
799	Patalom	17.9060574,46.4306894,17.9400881,46.4714354
582	Paloznak	17.9073212,46.9329684,17.97829,47.0181671
1587	Csebény	17.9074146,46.1741962,17.9426522,46.2044356
737	Kaposhomok	17.9089488,46.3144542,17.9492328,46.3658722
1732	Nagyváty	17.9109416,46.0376432,17.9501818,46.1171826
1759	Piskó	17.9113444,45.7863192,17.9550102,45.8454072
2770	Bakonyszombathely	17.9140047,47.4172194,18.0184158,47.5049893
543	Lovas	17.9144866,46.9809833,17.9673262,47.0212711
1641	Horváthertelend	17.9150539,46.1663059,17.9617037,46.1916416
1699	Magyarmecske	17.9154776,45.9134068,17.9768014,45.9704957
734	Kapoly	17.9182802,46.6958696,17.9870047,46.7526019
1623	Gilvánfa	17.9183292,45.8995829,18.0076748,45.9311143
1782	Szágy	17.9195345,46.1995339,17.9647346,46.2429766
2792	Kerékteleki	17.9223759,47.4931656,17.9987626,47.5696637
504	Hajmáskér	17.9229577,47.1190871,18.053462,47.2051126
704	Fonó	17.9251793,46.372399,17.9825966,46.4148839
738	Kaposkeresztúr	17.9272374,46.2929278,17.9882851,46.3566131
2775	Csatka	17.9273112,47.3480362,17.9983806,47.4065251
1625	Gödre	17.927643,46.2342525,18.018655,46.3091309
1649	Kacsóta	17.9280193,46.0177049,17.9699235,46.0762392
687	Büssü	17.9291599,46.4197164,17.9840364,46.4778225
671	Baté	17.9292435,46.3484733,17.9764632,46.3930088
673	Bálványos	17.9294427,46.7494756,18.0009274,46.8122917
745	Kazsok	17.9302553,46.4562773,18.0025553,46.4982012
827	Somogyacsa	17.9306525,46.5613027,17.9977006,46.6215757
1629	Gyöngyfa	17.9310844,45.9398282,17.9634531,45.9909177
614	Szentkirályszabadja	17.9314029,47.0294384,17.9964939,47.0836108
1725	Nagycsány	17.9327656,45.8496179,17.9648846,45.8816697
1694	Lúzsok	17.9333482,45.8040583,17.9722773,45.8520487
1593	Dinnyeberki	17.9350839,46.0690984,17.9655134,46.1342847
757	Kisgyalán	17.936937,46.3908479,18.001736,46.4327342
442	Bakonynána	17.937969,47.2480493,18.0025262,47.2953034
1660	Királyegyháza	17.9391211,45.955978,18.0104366,46.0250535
660	Balatonendréd	17.9396184,46.7840192,18.030848,46.8748662
1813	Tormás	17.9403174,46.1731908,18.0160694,46.2517282
787	Nágocs	17.9410732,46.6114142,17.9969142,46.6993717
1566	Besence	17.9415883,45.8751805,17.9931473,45.9026944
1826	Vejti	17.9419514,45.7890067,17.9909309,45.8332077
2772	Bábolna	17.9455738,47.6037565,18.0507746,47.6704762
887	Zics	17.9494337,46.6556124,18.015516,46.7027781
1635	Helesfa	17.9500568,46.0594854,17.9943727,46.1301272
1591	Csonkamindszent	17.9500953,46.0410744,17.9803867,46.0715906
1820	Vajszló	17.9522883,45.8361408,18.0232185,45.8812448
432	Alsóörs	17.9543306,46.9340777,18.0320863,47.0152992
1582	Bükkösd	17.9598268,46.0811668,18.0571764,46.161242
2814	Súr	17.9612615,47.3331933,18.0882212,47.3986342
479	Csetény	17.9632109,47.2893099,18.0349558,47.3398089
1702	Magyartelek	17.964904,45.9240008,17.9991908,45.9638632
843	Somogyszil	17.9666328,46.474407,18.0402465,46.5790911
	Ászár	17.9680196,47.4873291,18.030029,47.5475291
1797	Szentlőrinc	17.9692589,46.0117856,18.0437946,46.0822769
779	Mosdós	17.9705348,46.307385,18.0168726,46.3938751
823	Siófok	17.9706566,46.8208235,18.1739952,46.9700702
1639	Hirics	17.9711119,45.7777382,18.0352368,45.8387184
712	Gölle	17.976385,46.4001672,18.0688134,46.5020901
865	Tab	17.9772414,46.6993974,18.0765273,46.7545979
778	Miklósi	17.9787644,46.6288229,18.0385518,46.662584
622	Tés	17.9789326,47.2111217,18.1058512,47.2805279
884	Zala	17.9804531,46.7245837,18.019978,46.7752318
453	Balatonalmádi	17.9805255,46.953391,18.0981632,47.07467
1588	Cserdi	17.981944,46.060729,18.0138371,46.10194
1555	Bakóca	17.9823138,46.1803415,18.0283034,46.2265589
1636	Hetvehely	17.9828148,46.1081747,18.0826485,46.1869336
783	Nagyberki	17.9843133,46.2973759,18.041257,46.4008786
542	Litér	17.9850838,47.0726505,18.0745332,47.1093026
2794	Kisbér	17.9882788,47.4158909,18.0804834,47.5313346
1749	Páprád	17.9894752,45.8683345,18.0540295,45.9093063
1661	Kisasszonyfa	17.9895901,45.920283,18.0377318,45.9703383
1620	Gerde	17.9900388,45.9553031,18.0527743,46.0057581
525	Királyszentistván	17.9900883,47.0906471,18.0628697,47.1233242
748	Kára	17.9905955,46.6066704,18.0268639,46.6366866
833	Somogydöröcske	17.9908086,46.5616539,18.0299748,46.6202267
2764	Ácsteszér	17.9912311,47.3854726,18.0608277,47.436241
770	Lulla	17.992438,46.7686298,18.0474859,46.8177346
605	Sóly	17.9927182,47.1151008,18.0653826,47.1500848
580	Öskü	17.9938592,47.1433127,18.1266196,47.226902
1559	Baranyaszentgyörgy	17.9941729,46.228522,18.037454,46.2670371
515	Jásd	17.9943429,47.2711425,18.0544254,47.302725
707	Gadács	17.9954542,46.5282007,18.0221178,46.5586454
821	Sérsekszőlős	17.9955675,46.7438291,18.0303124,46.7856602
1575	Bogádmindszent	17.9980825,45.8922199,18.064668,45.9265696
834	Somogyegres	17.9986617,46.6569609,18.043565,46.7043228
	Baranyahídvég	18.0010969,45.817169,18.0547966,45.8702281
1437	Attala	18.001736,46.3652983,18.0830167,46.4240234
1672	Kisszentmárton	18.0050612,45.7719304,18.0620279,45.8332698
1744	Ózdfalu	18.0054253,45.9160013,18.0533987,45.9465347
